step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
330,CASH_IN,155609.03,C1094920140,32171.0,187780.03,C1588381112,631838.08,476229.05,0,0
13,CASH_OUT,20913.35,C176097037,574642.79,553729.44,C2077103803,3950744.08,3971657.43,0,0
239,CASH_IN,230650.47,C2113198096,4966304.38,5196954.85,C1258547769,10907385.73,10676735.27,0,0
134,CASH_IN,107328.35,C331270095,51224.0,158552.35,C181498146,6313270.58,6205942.23,0,0
263,PAYMENT,2642.71,C1029118872,537.0,0.0,M1454536012,0.0,0.0,0,0
328,CASH_OUT,181492.29,C1652723251,80477.0,0.0,C1133221746,103678.65,285170.95,0,0
133,CASH_OUT,39311.97,C1607863999,21105.0,0.0,C1293192136,0.0,0.0,0,0
187,CASH_OUT,31806.06,C1942483153,0.0,0.0,C1218889307,659663.23,689676.02,0,0
157,CASH_IN,93656.85,C164575119,6919144.57,7012801.42,C608222258,497069.87,403413.02,0,0
251,CASH_IN,122719.67,C386984680,9138316.89,9261036.57,C538524729,177798.71,55079.03,0,0
252,CASH_OUT,122609.02,C443350296,324.0,0.0,C1931755701,204602.02,327211.04,0,0
210,CASH_IN,248569.93,C2061870505,50188.0,298757.93,C1562946595,8871485.73,8622915.8,0,0
323,TRANSFER,119200.34,C1494981630,0.0,0.0,C959135537,8606492.25,8725692.59,0,0
282,CASH_IN,86578.51,C1374662950,35853.0,122431.51,C1250442420,43218.03,0.0,0,0
160,TRANSFER,371090.28,C988226322,0.0,0.0,C801156385,1792219.95,2163310.23,0,0
45,CASH_OUT,146036.31,C461225440,0.0,0.0,C1748430505,296058.89,442095.2,0,0
227,CASH_IN,123832.81,C860556649,4632439.0,4756271.81,C1056623455,1533800.14,1409967.33,0,0
301,CASH_OUT,284778.2,C606795227,9207.0,0.0,C1246038232,383880.21,668658.41,0,0
355,CASH_OUT,90416.84,C553203735,0.0,0.0,C1712118847,585566.1,675982.94,0,0
157,PAYMENT,23676.13,C153071439,0.0,0.0,M1752081801,0.0,0.0,0,0
164,CASH_IN,108410.35,C1781728498,6558921.81,6667332.16,C624576766,5143179.46,5034769.11,0,0
136,CASH_OUT,184765.83,C1028924490,41989.0,0.0,C1179666414,111286.81,296052.63,0,0
42,CASH_OUT,71309.22,C2101468882,0.0,0.0,C523257355,424338.73,495647.95,0,0
230,CASH_OUT,275386.91,C1037052419,15348.0,0.0,C1950651621,1090245.44,1365632.35,0,0
193,PAYMENT,19495.53,C1546514127,64454.0,44958.47,M1227804748,0.0,0.0,0,0
258,CASH_OUT,80812.04,C216209033,147.0,0.0,C805682772,0.0,80812.04,0,0
351,CASH_OUT,38303.02,C672777453,0.0,0.0,C1262172586,378422.8,416725.83,0,0
136,CASH_OUT,393153.64,C826573784,0.0,0.0,C1380922009,17171724.84,17368611.0,0,0
13,CASH_OUT,317857.03,C1548824607,0.0,0.0,C722000586,665740.64,983597.67,0,0
131,CASH_OUT,383018.08,C1486952800,10822.0,0.0,C829618262,5247.0,114675.72,0,0
210,PAYMENT,6072.06,C1538279982,249044.0,242971.94,M1148299459,0.0,0.0,0,0
187,PAYMENT,7747.02,C1060189604,0.0,0.0,M1531974646,0.0,0.0,0,0
158,CASH_IN,95203.31,C1931120482,293.0,95496.31,C195548589,354270.12,259066.81,0,0
205,PAYMENT,22201.26,C1548119043,16672.0,0.0,M32518287,0.0,0.0,0,0
17,CASH_IN,66689.89,C1901822596,3861532.39,3928222.28,C1549086472,8768101.22,9085787.62,0,0
17,TRANSFER,492446.26,C1893645048,0.0,0.0,C127385698,1992754.7,2485200.97,0,0
297,CASH_OUT,163714.46,C1848269826,0.0,0.0,C122021091,390733.73,554448.19,0,0
189,CASH_OUT,39105.15,C707243320,0.0,0.0,C768173930,212765.9,251871.05,0,0
17,CASH_OUT,361527.94,C1327525803,124790.24,0.0,C1192244013,1313865.56,1675393.5,0,0
276,TRANSFER,353894.38,C445352012,0.0,0.0,C156815783,1592035.29,1945929.67,0,0
208,CASH_IN,285909.24,C1402588612,11333.0,297242.24,C1609309933,58253.76,0.0,0,0
35,PAYMENT,3930.25,C1991539731,0.0,0.0,M1148849303,0.0,0.0,0,0
209,PAYMENT,3745.1,C196555639,10298.0,6552.9,M1567159373,0.0,0.0,0,0
231,CASH_OUT,318614.52,C1202242643,10321.0,0.0,C1700197290,302346.69,620961.21,0,0
255,PAYMENT,2118.11,C787734657,273773.0,271654.89,M2055177249,0.0,0.0,0,0
308,CASH_IN,12806.62,C1683660776,30504.0,43310.62,C971510084,231261.63,218455.01,0,0
18,CASH_OUT,80139.39,C653519517,6393.0,0.0,C162360875,1462294.99,1297227.14,0,0
18,PAYMENT,8475.52,C614269629,0.0,0.0,M1104484200,0.0,0.0,0,0
129,CASH_IN,149524.37,C198758648,9134.0,158658.37,C1388986053,99227.1,0.0,0,0
41,PAYMENT,1541.4,C104314520,39336.53,37795.13,M2013749623,0.0,0.0,0,0
280,PAYMENT,17728.52,C188316563,0.0,0.0,M965309340,0.0,0.0,0,0
186,CASH_OUT,102573.8,C583704712,0.0,0.0,C553923076,720865.22,823439.02,0,0
204,PAYMENT,7909.46,C354036360,0.0,0.0,M610665744,0.0,0.0,0,0
133,CASH_IN,53557.55,C1535810843,11829490.01,11883047.56,C784083892,134449.45,80891.9,0,0
328,TRANSFER,607155.23,C794074921,94848.0,0.0,C1535960803,1434210.24,2041365.47,0,0
18,CASH_OUT,156577.56,C405457935,0.0,0.0,C785138172,10438638.45,10982925.34,0,0
182,CASH_OUT,44608.59,C85251072,25425.0,0.0,C1000354892,654467.2,699075.79,0,0
307,PAYMENT,1659.1,C799507023,14631.39,12972.29,M1247949497,0.0,0.0,0,0
298,DEBIT,6806.06,C387960336,7239.0,432.94,C1641176259,2581338.27,2588144.33,0,0
307,CASH_OUT,3296.0,C412152558,9043.0,5747.0,C1917223805,182068.41,349825.47,0,0
284,TRANSFER,444604.08,C470061338,0.0,0.0,C1397244618,934506.83,1379110.91,0,0
17,CASH_OUT,350915.29,C1979698299,130294.64,0.0,C2028512226,1304075.08,1654990.37,0,0
235,PAYMENT,14382.2,C554317782,0.0,0.0,M965406927,0.0,0.0,0,0
156,PAYMENT,6229.57,C1564467875,403207.0,396977.43,M1789978049,0.0,0.0,0,0
45,CASH_IN,183062.33,C1950283566,8343996.91,8527059.25,C1037769799,383976.6,200914.27,0,0
254,PAYMENT,4263.72,C669887657,0.0,0.0,M2036088387,0.0,0.0,0,0
36,CASH_OUT,89292.68,C1788173423,21712.6,0.0,C719613411,468300.46,557593.15,0,0
20,PAYMENT,2394.33,C556673841,347.0,0.0,M1630006579,0.0,0.0,0,0
251,CASH_OUT,48341.9,C287688781,121.0,0.0,C924867750,0.0,48341.9,0,0
227,PAYMENT,26739.09,C444712351,23149.0,0.0,M1720731314,0.0,0.0,0,0
278,PAYMENT,3898.17,C391099857,212.0,0.0,M863238879,0.0,0.0,0,0
275,PAYMENT,5416.16,C2066828853,15597.42,10181.26,M1404683687,0.0,0.0,0,0
35,PAYMENT,2980.34,C1251913436,327268.25,324287.9,M1587952675,0.0,0.0,0,0
299,TRANSFER,808962.91,C921463540,160442.0,0.0,C51976465,0.0,941121.34,0,0
193,TRANSFER,555863.61,C1561115040,78221.89,0.0,C11754346,704971.4,1260835.02,0,0
1,PAYMENT,17348.25,C1705665942,100498.52,83150.27,M1731763384,0.0,0.0,0,0
305,PAYMENT,53605.29,C40199965,10577.0,0.0,M1395551393,0.0,0.0,0,0
20,CASH_IN,100034.69,C557841234,15679850.07,15779884.76,C1807725354,633767.97,533733.28,0,0
153,CASH_OUT,636916.71,C145460829,21771.0,0.0,C1740237226,0.0,1222104.18,0,0
140,CASH_IN,45896.85,C1235630809,13454.0,59350.85,C1697216256,401362.97,355466.13,0,0
177,PAYMENT,19011.39,C1879134447,0.0,0.0,M1344301340,0.0,0.0,0,0
137,CASH_IN,285221.33,C685422424,10635294.86,10920516.19,C1839145297,475216.9,189995.58,0,0
36,CASH_OUT,34768.96,C1055515855,12791.0,0.0,C1049001133,514385.74,549154.7,0,0
186,CASH_IN,313881.49,C819115011,451.0,314332.49,C39966733,10851.81,0.0,0,0
260,PAYMENT,19468.96,C1371052638,0.0,0.0,M329106557,0.0,0.0,0,0
345,CASH_IN,445638.9,C407233136,5128415.7,5574054.6,C605228439,936618.48,490979.59,0,0
353,CASH_OUT,214426.89,C1218357075,0.0,0.0,C1818201641,8390896.63,8605323.51,0,0
140,CASH_OUT,147459.08,C1285468943,0.0,0.0,C1044482325,733667.31,881126.39,0,0
43,PAYMENT,2671.35,C1189717512,391448.0,388776.65,M1240651080,0.0,0.0,0,0
138,TRANSFER,497523.77,C1399648347,0.0,0.0,C1548704437,2094751.78,2592275.55,0,0
153,PAYMENT,15622.06,C1493873127,83041.74,67419.68,M434935583,0.0,0.0,0,0
206,PAYMENT,8587.06,C1765320109,29996.0,21408.94,M23241583,0.0,0.0,0,0
178,CASH_OUT,18621.9,C25033280,510.0,0.0,C201255530,0.0,18621.9,0,0
275,PAYMENT,3988.7,C388318010,8933.0,4944.3,M865159157,0.0,0.0,0,0
260,PAYMENT,5622.44,C589965470,2093.0,0.0,M1729933896,0.0,0.0,0,0
12,CASH_IN,244219.04,C321017668,14839366.12,15083585.16,C639695157,1150226.67,682226.32,0,0
45,CASH_IN,226591.47,C2119727083,8212795.45,8439386.93,C1933203184,534298.12,307706.65,0,0
308,PAYMENT,20052.85,C393721216,0.0,0.0,M1410261248,0.0,0.0,0,0
139,PAYMENT,537.32,C733680694,305336.0,304798.68,M1022896290,0.0,0.0,0,0
203,CASH_OUT,95220.74,C881914744,0.0,0.0,C206666738,1377212.26,1472433.0,0,0
25,PAYMENT,11164.55,C1430963034,55347.42,44182.87,M1230680118,0.0,0.0,0,0
265,PAYMENT,964.59,C527854674,6020.0,5055.41,M1301303053,0.0,0.0,0,0
299,CASH_IN,186058.52,C1370694399,2404661.11,2590719.63,C1895758021,291960.84,105902.32,0,0
285,CASH_OUT,396216.46,C1293560994,118.22,0.0,C959369185,434426.0,830642.45,0,0
35,PAYMENT,20944.14,C422597407,575669.39,554725.25,M1102291004,0.0,0.0,0,0
323,CASH_IN,33458.12,C747868732,6805365.98,6838824.1,C1573862903,368524.42,335066.3,0,0
43,CASH_IN,153747.91,C1998204365,7330412.12,7484160.03,C676671282,196539.87,42791.97,0,0
186,PAYMENT,2753.16,C607099144,22639.36,19886.2,M1016064870,0.0,0.0,0,0
216,CASH_IN,344373.81,C86121964,3718231.01,4062604.83,C494535057,354122.64,9748.83,0,0
308,CASH_OUT,229448.31,C559036709,231733.91,2285.61,C924339244,3366586.89,3596035.19,0,0
301,PAYMENT,9521.25,C536520567,0.0,0.0,M522205230,0.0,0.0,0,0
324,PAYMENT,38990.87,C352644449,0.0,0.0,M922775199,0.0,0.0,0,0
234,PAYMENT,8347.96,C1472458136,0.0,0.0,M1578141072,0.0,0.0,0,0
255,CASH_OUT,160663.15,C474296596,101042.0,0.0,C394701555,40119.07,200782.22,0,0
165,PAYMENT,9653.13,C1480580838,11033.0,1379.87,M1067260314,0.0,0.0,0,0
185,PAYMENT,28040.89,C1671535582,0.0,0.0,M1811182400,0.0,0.0,0,0
324,CASH_OUT,425785.18,C1893119789,0.0,0.0,C1274933377,642077.84,1067863.02,0,0
259,CASH_IN,193240.25,C1362465681,385156.0,578396.25,C1156771761,542972.87,578256.27,0,0
346,CASH_OUT,215895.91,C390314456,201494.0,0.0,C346640011,216610.93,432506.84,0,0
18,TRANSFER,1612441.14,C1575043917,0.0,0.0,C520742159,3288213.08,4900654.22,0,0
166,PAYMENT,6054.1,C768706257,54900.0,48845.9,M1537192802,0.0,0.0,0,0
256,PAYMENT,9270.36,C1503947632,98680.0,89409.64,M1227233723,0.0,0.0,0,0
253,PAYMENT,7960.31,C847945607,0.0,0.0,M2091227198,0.0,0.0,0,0
155,PAYMENT,16087.86,C1552806933,163317.19,147229.33,M2022279617,0.0,0.0,0,0
159,PAYMENT,18410.12,C456778516,0.0,0.0,M957046343,0.0,0.0,0,0
346,CASH_OUT,407562.63,C391234707,66851.0,0.0,C377709365,0.0,407562.63,0,0
142,CASH_IN,140836.22,C2071470549,2341260.89,2482097.11,C289363784,1657153.02,1516316.8,0,0
139,PAYMENT,8624.28,C604160798,1716.43,0.0,M1408432166,0.0,0.0,0,0
130,PAYMENT,20933.53,C976570103,277609.74,256676.21,M2146382812,0.0,0.0,0,0
346,PAYMENT,32470.48,C1103968044,102375.0,69904.52,M1019994074,0.0,0.0,0,0
46,TRANSFER,41696.57,C282598243,109392.0,67695.43,C503195940,2716705.44,2758402.01,0,0
252,CASH_OUT,255254.76,C1454134981,14680.0,0.0,C290738851,0.0,255254.76,0,0
183,CASH_IN,289481.33,C1257776272,123879.0,413360.33,C1152553446,1630669.09,1341187.77,0,0
155,CASH_OUT,252599.31,C1200348612,112.0,0.0,C1175159826,0.0,252599.31,0,0
188,CASH_IN,86136.12,C606208188,4918643.28,5004779.39,C446573949,1114937.15,1028801.03,0,0
348,CASH_OUT,543784.12,C2032167485,41588.0,0.0,C2077412729,111397.0,655181.12,0,0
17,CASH_IN,11529.63,C1711673429,7568698.13,7580227.76,C125306246,11844.0,314.37,0,0
327,CASH_IN,99937.02,C1723349740,3312970.51,3412907.53,C665514007,116934.35,16997.34,0,0
322,PAYMENT,9714.47,C1361150486,0.0,0.0,M304905421,0.0,0.0,0,0
233,CASH_IN,122153.21,C802474283,1323940.77,1446093.98,C1291869962,2638249.78,2516096.57,0,0
307,TRANSFER,1275505.15,C1418954084,0.0,0.0,C1589513081,4071600.33,5347105.49,0,0
19,CASH_OUT,152701.63,C826561648,0.0,0.0,C534372976,1261672.73,1414374.37,0,0
19,CASH_OUT,133117.99,C154896751,49815.0,0.0,C1030386925,433967.49,750669.71,0,0
353,CASH_OUT,458751.34,C629949740,3172.0,0.0,C635263318,121497.57,580248.91,0,0
208,CASH_OUT,411898.74,C92370381,11151.0,0.0,C109483167,2914464.66,3326363.4,0,0
331,PAYMENT,30865.92,C534038417,31770.0,904.08,M1877425531,0.0,0.0,0,0
327,CASH_IN,126431.63,C95672672,411309.84,537741.47,C1907006286,286223.16,159791.53,0,0
338,PAYMENT,7988.87,C1093799330,27888.0,19899.13,M1117070471,0.0,0.0,0,0
277,TRANSFER,25765.23,C115319771,0.0,0.0,C1135774242,103483.85,129249.08,0,0
42,CASH_IN,151742.15,C1227656444,79271.0,231013.15,C188312840,301195.97,149453.82,0,0
186,PAYMENT,2414.41,C2084823920,0.0,0.0,M232252216,0.0,0.0,0,0
161,CASH_OUT,501096.3,C1125582795,45428.0,0.0,C1907131723,707556.98,1208653.28,0,0
262,PAYMENT,7598.54,C1364452550,0.0,0.0,M810230189,0.0,0.0,0,0
298,PAYMENT,4213.22,C1082191154,96771.03,92557.81,M2067988708,0.0,0.0,0,0
16,CASH_IN,145924.82,C1960828105,13181.0,159105.82,C1558301504,537038.84,391114.02,0,0
6,PAYMENT,9087.23,C675463320,15846.0,6758.77,M673231721,0.0,0.0,0,0
253,CASH_OUT,287694.03,C921663579,5025.0,0.0,C691159789,0.0,287694.03,0,0
235,CASH_OUT,35589.24,C1827617008,0.0,0.0,C688800793,79214.59,114803.83,0,0
130,TRANSFER,1867510.21,C767964668,1044.0,0.0,C1244821447,446037.78,2313547.99,0,0
308,CASH_OUT,133696.28,C1695469775,0.0,0.0,C215951149,429771.99,563468.27,0,0
258,CASH_OUT,328262.14,C1578385773,0.0,0.0,C2007155557,431981.0,760243.15,0,0
8,CASH_IN,458368.87,C1133381918,20871.0,479239.87,C1014935920,1752502.35,1294133.47,0,0
355,PAYMENT,7664.18,C391549783,0.0,0.0,M1020050085,0.0,0.0,0,0
133,CASH_OUT,178469.93,C1060920157,0.0,0.0,C1289108634,516311.84,694781.77,0,0
215,PAYMENT,7307.0,C631458778,107307.0,100000.0,M1883339774,0.0,0.0,0,0
240,PAYMENT,1132.17,C1654945257,26515.0,25382.83,M1193799420,0.0,0.0,0,0
37,CASH_OUT,43594.74,C1089363840,0.0,0.0,C55086945,70913.16,114507.9,0,0
49,PAYMENT,7864.03,C98677211,15239.0,7374.97,M999476936,0.0,0.0,0,0
203,CASH_IN,105313.08,C2138065416,20102.0,125415.08,C1110076084,3113683.7,3008370.62,0,0
305,PAYMENT,3051.02,C1665848873,35170.0,32118.98,M1912024553,0.0,0.0,0,0
40,CASH_OUT,131880.79,C592575128,70297.0,0.0,C467281148,0.0,131880.79,0,0
36,CASH_IN,349968.38,C870260386,90354.0,440322.38,C1440271669,33212.28,0.0,0,0
16,PAYMENT,3013.74,C1282241774,688633.9,685620.17,M2114281084,0.0,0.0,0,0
226,PAYMENT,13498.8,C131171578,0.0,0.0,M1331022768,0.0,0.0,0,0
227,PAYMENT,29893.17,C228415259,39245.0,9351.83,M1363935894,0.0,0.0,0,0
322,CASH_OUT,461737.14,C1027415205,36749.0,0.0,C830796456,18233.36,479970.5,0,0
276,CASH_IN,73435.09,C869320986,4116842.68,4190277.76,C1507426887,5713713.58,5640278.49,0,0
276,CASH_IN,247416.12,C519073925,2341937.54,2589353.66,C180986826,1222106.99,974690.87,0,0
204,PAYMENT,9313.15,C1395579290,82637.0,73323.85,M505486188,0.0,0.0,0,0
283,CASH_OUT,159601.62,C70988761,0.0,0.0,C1038943200,1722297.09,1881898.71,0,0
346,CASH_IN,275054.47,C403129521,15581.0,290635.47,C463472677,7167315.9,6892261.43,0,0
205,CASH_IN,198223.65,C1304981443,1039514.93,1237738.58,C1973020527,216570.77,18347.12,0,0
205,PAYMENT,1259.13,C1147032929,37955.5,36696.37,M626586454,0.0,0.0,0,0
9,TRANSFER,1692136.64,C412296289,259163.06,0.0,C1212974498,3043498.97,5282462.94,0,0
181,PAYMENT,56245.82,C1608478309,30230.0,0.0,M277438736,0.0,0.0,0,0
205,CASH_OUT,206887.26,C60974414,10601.0,0.0,C1104386546,11002.0,217889.26,0,0
205,CASH_OUT,194577.54,C887418638,0.0,0.0,C1174935745,5015549.97,5210127.51,0,0
134,CASH_IN,245859.78,C250806540,19733.0,265592.78,C2024555653,1153421.73,907561.95,0,0
203,CASH_OUT,103895.75,C1120545968,0.0,0.0,C1501864917,1362910.74,1466806.49,0,0
279,PAYMENT,5106.31,C569131781,17008.52,11902.21,M201053904,0.0,0.0,0,0
259,CASH_IN,78975.67,C449689501,11102806.72,11181782.39,C1995406149,1449655.77,1370680.1,0,0
258,CASH_IN,88943.6,C232746166,3528654.94,3617598.54,C1828559933,3331662.82,3242719.22,0,0
161,PAYMENT,4315.23,C465580340,0.0,0.0,M548681406,0.0,0.0,0,0
235,CASH_OUT,36253.68,C701424110,47540.0,11286.32,C1212919276,85106.39,121360.07,0,0
333,PAYMENT,2748.3,C68939451,1606.0,0.0,M256807136,0.0,0.0,0,0
185,CASH_OUT,389140.01,C1775814051,100.0,0.0,C420674890,21523.0,410663.01,0,0
297,TRANSFER,511110.62,C647390257,30439.0,0.0,C806920314,178307.57,689418.19,0,0
17,CASH_IN,259652.18,C2019804336,16134963.17,16394615.35,C520959920,1052925.36,793273.18,0,0
202,CASH_OUT,392471.15,C1593229856,0.0,0.0,C1471778156,624902.42,1017373.58,0,0
155,CASH_OUT,525412.7,C1037218103,146870.0,0.0,C1584841465,1495568.32,2020981.03,0,0
206,CASH_OUT,131973.66,C95835109,182.0,0.0,C1774517623,480230.68,612204.33,0,0
15,PAYMENT,7531.39,C990909113,0.0,0.0,M1110239937,0.0,0.0,0,0
232,TRANSFER,1322748.39,C284356164,0.0,0.0,C912976721,3168044.11,4490792.51,0,0
211,PAYMENT,2277.73,C1315842143,91725.0,89447.27,M865772676,0.0,0.0,0,0
204,CASH_IN,12583.45,C1751114853,18724161.64,18736745.09,C871445983,203059.86,190476.41,0,0
8,TRANSFER,371136.86,C674352990,0.0,0.0,C732929122,1958581.97,2221293.55,0,0
301,CASH_OUT,45412.69,C854573923,0.0,0.0,C1139792931,120484.99,165897.68,0,0
202,CASH_IN,98283.87,C170116685,41758.0,140041.87,C1751075205,183842.13,85558.26,0,0
188,PAYMENT,6011.71,C432875290,0.0,0.0,M384703576,0.0,0.0,0,0
276,PAYMENT,3729.78,C1244267401,0.0,0.0,M1685139555,0.0,0.0,0,0
131,PAYMENT,43420.92,C192010601,0.0,0.0,M465765607,0.0,0.0,0,0
40,CASH_IN,71471.48,C715120891,487759.35,559230.83,C810472344,209800.84,138329.35,0,0
274,CASH_IN,363082.0,C932239189,31371.0,394453.0,C905887053,0.0,0.0,0,0
203,PAYMENT,1349.79,C1385061036,26973.0,25623.21,M1380165795,0.0,0.0,0,0
13,CASH_OUT,201605.54,C436548134,12959.0,0.0,C1728671870,2215902.48,2417508.01,0,0
133,CASH_IN,83085.55,C231060438,39005.0,122090.55,C31644384,0.0,0.0,0,0
155,CASH_IN,163773.51,C1256941300,214772.0,378545.51,C44274353,1289621.66,1125848.15,0,0
184,CASH_OUT,80727.22,C43087889,31162.0,0.0,C1000702029,0.0,80727.22,0,0
211,CASH_IN,97322.65,C576396313,1004770.45,1102093.11,C824783936,1746518.97,1649196.32,0,0
349,CASH_IN,72319.85,C315153850,3604200.95,3676520.8,C1470012547,384519.23,312199.37,0,0
36,TRANSFER,353225.67,C675959816,0.0,0.0,C1283309313,568689.35,1739748.7,0,0
64,CASH_OUT,104957.85,C1731531059,104957.85,0.0,C621663353,29237.79,134195.64,1,0
226,PAYMENT,20044.36,C1965090418,0.0,0.0,M1645635480,0.0,0.0,0,0
40,CASH_IN,102566.84,C165499007,2134655.62,2237222.46,C901429446,160630.53,58063.69,0,0
334,PAYMENT,9201.78,C1382323581,11416.0,2214.22,M622594483,0.0,0.0,0,0
133,TRANSFER,1037583.35,C282030819,17141.0,0.0,C2027497664,1433372.29,2470955.63,0,0
278,PAYMENT,5909.85,C863644917,0.0,0.0,M1365521190,0.0,0.0,0,0
19,PAYMENT,2819.37,C1179585977,125541.0,122721.63,M1674702933,0.0,0.0,0,0
261,PAYMENT,4463.54,C1694343181,36678.0,32214.46,M1857723126,0.0,0.0,0,0
182,CASH_IN,123020.57,C1750831879,8278162.93,8401183.5,C2095316526,1341391.3,1218370.73,0,0
308,CASH_OUT,169586.19,C313991650,0.0,0.0,C2019662608,5058878.75,5228464.94,0,0
227,CASH_OUT,118627.62,C1760826656,0.0,0.0,C2073020137,175146.66,293774.28,0,0
280,CASH_OUT,133196.6,C639860648,40618.0,0.0,C623630664,0.0,133196.6,0,0
206,CASH_OUT,6260.99,C1202454676,15722.0,9461.01,C1257146560,0.0,6260.99,0,0
95,CASH_OUT,54673.94,C287549185,0.0,0.0,C1837471247,177829.24,232503.18,0,0
211,CASH_IN,521585.42,C797529710,1577143.63,2098729.05,C289039926,3986848.8,3465263.38,0,0
282,CASH_OUT,157128.8,C500897729,176181.0,19052.2,C1643019179,2348934.4,2506063.2,0,0
130,CASH_IN,380499.23,C1553542986,52560.0,433059.23,C1267247897,1574428.98,1193929.75,0,0
329,TRANSFER,1319848.52,C1094884506,1784.0,0.0,C11945612,137627.0,1457475.51,0,0
43,CASH_IN,209699.78,C276988623,1380655.98,1590355.76,C1469683157,398207.0,29184.1,0,0
34,CASH_IN,454192.84,C865811376,11241361.48,11695554.32,C1160905868,683598.38,229405.54,0,0
355,CASH_OUT,97025.15,C664603055,0.0,0.0,C1810316486,3590646.7,3687671.85,0,0
158,PAYMENT,16690.48,C2100828785,197257.76,180567.28,M1648643383,0.0,0.0,0,0
210,CASH_OUT,162627.77,C257429016,0.0,0.0,C464758339,419030.07,581657.84,0,0
186,PAYMENT,44248.83,C1139060413,20269.0,0.0,M273035040,0.0,0.0,0,0
181,CASH_OUT,289085.0,C1374569391,0.0,0.0,C1582400462,23895534.12,24345585.72,0,0
328,PAYMENT,10705.05,C942942354,0.0,0.0,M487011638,0.0,0.0,0,0
18,PAYMENT,36.89,C414505246,102818.34,102781.45,M327176549,0.0,0.0,0,0
280,CASH_OUT,159095.05,C985590239,0.0,0.0,C1761374242,631365.47,790460.52,0,0
154,CASH_OUT,35942.73,C1900164801,0.0,0.0,C1729847216,1410354.53,1446297.26,0,0
283,PAYMENT,3769.32,C1373987525,0.0,0.0,M521141984,0.0,0.0,0,0
322,PAYMENT,4879.29,C1161669183,119816.0,114936.71,M1759743671,0.0,0.0,0,0
141,PAYMENT,14162.45,C131768652,0.0,0.0,M24815700,0.0,0.0,0,0
278,PAYMENT,19726.92,C900136562,102052.0,82325.08,M511295915,0.0,0.0,0,0
276,PAYMENT,6567.63,C1251559626,31591.0,25023.37,M1372700810,0.0,0.0,0,0
281,CASH_OUT,165848.88,C1581026463,25946.0,0.0,C742269404,554232.16,720081.04,0,0
20,TRANSFER,386641.19,C501411697,435510.0,48868.81,C564345200,1154124.75,1540765.94,0,0
277,CASH_IN,231478.64,C1127242269,3878399.59,4109878.23,C1182142122,2516768.09,2285289.45,0,0
236,CASH_OUT,121747.2,C771740272,0.0,0.0,C1644942922,1437733.25,1559480.46,0,0
258,CASH_OUT,96659.74,C916089840,102679.0,6019.26,C2019138883,0.0,96659.74,0,0
162,PAYMENT,4398.65,C1016312425,72904.11,68505.46,M915552899,0.0,0.0,0,0
352,CASH_OUT,70489.31,C3766902,0.0,0.0,C1947660123,178072.65,248561.95,0,0
155,TRANSFER,626256.48,C379507097,0.0,0.0,C1523443887,1219378.94,1845635.42,0,0
232,CASH_OUT,712040.62,C984901251,0.0,0.0,C362023079,8508044.12,9220084.75,0,0
238,PAYMENT,9053.11,C324138796,304789.0,295735.89,M1171073676,0.0,0.0,0,0
185,PAYMENT,26929.02,C706043296,6573.0,0.0,M66189421,0.0,0.0,0,0
250,CASH_IN,79781.91,C1281829809,3720866.67,3800648.58,C442055857,667109.93,587328.02,0,0
135,PAYMENT,12071.41,C34893101,0.0,0.0,M1290284245,0.0,0.0,0,0
48,PAYMENT,4869.91,C502221158,304394.54,299524.64,M1199918738,0.0,0.0,0,0
154,PAYMENT,19705.46,C501365828,18941.0,0.0,M922196640,0.0,0.0,0,0
11,TRANSFER,1259546.38,C1628367891,197862.0,0.0,C1710951761,337226.87,1703431.04,0,0
46,PAYMENT,2799.82,C1090686153,848.0,0.0,M88936867,0.0,0.0,0,0
22,PAYMENT,669.74,C1296952757,56890.32,56220.58,M1409908714,0.0,0.0,0,0
225,PAYMENT,57623.37,C1494581656,412251.0,354627.63,M1474712058,0.0,0.0,0,0
14,PAYMENT,18771.93,C1106166337,0.0,0.0,M854068013,0.0,0.0,0,0
158,CASH_OUT,307240.75,C1791496589,237884.0,0.0,C176893684,153764.13,461004.88,0,0
227,CASH_OUT,242987.66,C1562508403,0.0,0.0,C437918767,814855.57,1057843.23,0,0
132,PAYMENT,25543.66,C1792939080,221818.37,196274.71,M656226181,0.0,0.0,0,0
226,CASH_IN,103094.47,C1297832245,5882682.94,5985777.41,C1580474747,463524.51,360430.05,0,0
153,CASH_OUT,95799.88,C9210275,0.0,0.0,C90559637,145781.21,241581.09,0,0
263,PAYMENT,8339.68,C584728158,7106.0,0.0,M1250864349,0.0,0.0,0,0
260,CASH_IN,207872.17,C1789131942,9708363.29,9916235.47,C1827673957,1385032.94,1177160.76,0,0
354,CASH_OUT,4648.37,C1516436456,47364.82,42716.45,C2080099779,99200.79,103849.16,0,0
278,CASH_OUT,88854.98,C234252998,335518.85,246663.86,C905476058,155661.05,244516.03,0,0
130,PAYMENT,10194.65,C1162900485,83109.96,72915.31,M728576839,0.0,0.0,0,0
12,CASH_OUT,21261.28,C1033842294,0.0,0.0,C1325930160,1074050.0,1095311.27,0,0
40,CASH_IN,151593.27,C1547983541,120526.0,272119.27,C1007738889,0.0,0.0,0,0
