amount,oldbalanceOrg,tx_count_24h,avg_amount_24h,isFraud
2259.4,0.0,0,2259.4,0
51068.76,341.0,0,51068.76,0
426323.38,426323.38,0,426323.38,1
850002.52,850002.52,0,850002.52,1
1653144.1,1653144.1,0,1653144.1,1
58183.63,0.0,0,58183.63,0
1920.46,0.0,0,1920.46,0
26753.53,26098.0,0,26753.53,0
10505.43,0.0,0,10505.43,0
5872.52,0.0,0,5872.52,0
150683.35,20856.0,0,150683.35,0
438434.13,541.0,0,438434.13,0
20856.75,0.0,0,20856.75,0
35089.11,0.0,0,35089.11,0
362627.19,2117722.06,0,362627.19,0
29302.77,3052838.25,0,29302.77,0
15217.48,11532.0,0,15217.48,0
26481.25,26481.25,0,26481.25,1
84007.22,84007.22,0,84007.22,1
66422.52,0.0,0,66422.52,0
2103.96,15495.78,0,2103.96,0
621080.67,621080.67,0,621080.67,1
25398.48,0.0,0,25398.48,0
37099.13,0.0,0,37099.13,0
141730.2,141730.2,0,141730.2,1
4217.87,0.0,0,4217.87,0
219114.27,3501.0,0,219114.27,0
30030.52,0.0,0,30030.52,0
231978.48,231978.48,0,231978.48,1
147877.79,53398.0,0,147877.79,0
207950.73,15550.0,0,207950.73,0
45758.71,45758.71,0,45758.71,1
6789.13,157139.0,0,6789.13,0
10553.08,0.0,0,10553.08,0
101408.84,101408.84,0,101408.84,1
41606.85,0.0,0,41606.85,0
221107.56,221107.56,0,221107.56,1
10984.46,126.0,0,10984.46,0
37323.15,37323.15,0,37323.15,1
56510.5,56510.5,0,56510.5,1
10792.55,250037.52,0,10792.55,0
84174.31,84174.31,0,84174.31,1
172915.56,172915.56,0,172915.56,1
16667.61,29801.0,0,16667.61,0
37126.77,0.0,0,37126.77,0
11533.53,10262.0,0,11533.53,0
54892.98,54892.98,0,54892.98,1
1305754.09,1305754.09,0,1305754.09,1
120981.61,0.0,0,120981.61,0
317425.75,7400.0,0,317425.75,0
38766.68,19004.0,0,38766.68,0
474195.1,474195.1,0,474195.1,1
6654.23,0.0,0,6654.23,0
19821.72,3570.0,0,19821.72,0
137893.61,119.0,0,137893.61,0
2139600.79,15795.0,0,2139600.79,0
93253.25,93253.25,0,93253.25,1
179043.17,10081617.87,0,179043.17,0
74371.17,19352.0,0,74371.17,0
1499869.54,1499869.54,0,1499869.54,1
814689.88,814689.88,0,814689.88,1
1532229.72,1532229.72,0,1532229.72,1
147851.06,0.0,0,147851.06,0
155028.83,155028.83,0,155028.83,1
11348.39,14731.0,0,11348.39,0
31027.56,106501.0,0,31027.56,0
11270.43,0.0,0,11270.43,0
683.43,20192.05,0,683.43,0
131778.46,0.0,0,131778.46,0
10642.61,77692.97,0,10642.61,0
15755.63,28849.26,0,15755.63,0
15093.69,15093.69,0,15093.69,1
7578130.45,7578130.45,0,7578130.45,1
208395.69,727.0,0,208395.69,0
35438.84,0.0,0,35438.84,0
2667630.66,0.0,0,2667630.66,0
388306.26,0.0,0,388306.26,0
192707.68,3325727.72,0,192707.68,0
500003.56,500003.56,0,500003.56,1
19241.79,51869.73,0,19241.79,0
186567.41,186567.41,0,186567.41,1
130714.78,1483268.26,0,130714.78,0
344488.34,0.0,0,344488.34,0
393734.08,0.0,0,393734.08,0
542222.77,542222.77,0,542222.77,1
21839.65,139080.0,0,21839.65,0
54692.32,0.0,0,54692.32,0
292815.44,292815.44,0,292815.44,1
10000000.0,35674547.89,0,10000000.0,1
32134.1,79516.0,0,32134.1,0
13231.15,12309.0,0,13231.15,0
48516.87,48516.87,0,48516.87,1
1540624.7,1540624.7,0,1540624.7,1
5026.14,92706.28,0,5026.14,0
58056.96,0.0,0,58056.96,0
266580.63,0.0,0,266580.63,0
245991.5,245991.5,0,245991.5,1
325276.06,0.0,0,325276.06,0
705529.08,705529.08,0,705529.08,1
1938347.14,1938347.14,0,1938347.14,1
6364.52,117884.0,0,6364.52,0
7093.67,20735.0,0,7093.67,0
15562.1,10737.0,0,15562.1,0
90884.84,103440.0,0,90884.84,0
4805.03,67136.0,0,4805.03,0
118644.74,12334.0,0,118644.74,0
20279.76,416790.71,0,20279.76,0
254773.22,254773.22,0,254773.22,1
171880.67,171880.67,0,171880.67,1
2202575.1,2202575.1,0,2202575.1,1
21433.7,0.0,0,21433.7,0
17768.19,188984.18,0,17768.19,0
277763.28,5501946.31,0,277763.28,0
3171085.59,3171085.59,0,3171085.59,1
457359.64,457359.64,0,457359.64,1
94525.38,0.0,0,94525.38,0
47594.51,146207.0,0,47594.51,0
312939.89,0.0,0,312939.89,0
65846.97,11523.72,0,65846.97,0
6489.93,18996.0,0,6489.93,0
564.62,185716.7,0,564.62,0
180518.97,2250425.44,0,180518.97,0
340321.56,0.0,0,340321.56,0
3332748.16,3332748.16,0,3332748.16,1
36713.88,0.0,0,36713.88,0
20001.45,0.0,0,20001.45,0
9948.03,0.0,0,9948.03,0
168504.77,2104.0,0,168504.77,0
152724.32,152724.32,0,152724.32,1
227464.66,0.0,0,227464.66,0
540914.12,540914.12,0,540914.12,1
5985.45,82103.0,0,5985.45,0
934314.89,934314.89,0,934314.89,1
133456.6,0.0,0,133456.6,0
370.76,15276.0,0,370.76,0
169105.36,0.0,0,169105.36,0
72901.03,72901.03,0,72901.03,1
55579.01,0.0,0,55579.01,0
78165.89,0.0,0,78165.89,0
54486.73,94534.91,0,54486.73,0
234069.08,851484.0,0,234069.08,0
13991.44,338237.0,0,13991.44,0
23228.52,0.0,0,23228.52,0
3205.51,133.0,0,3205.51,0
5175876.53,5175876.53,0,5175876.53,1
2524.69,0.0,0,2524.69,0
503384.71,829.0,0,503384.71,0
18326.63,199611.17,0,18326.63,0
28264.14,24619339.28,0,28264.14,0
10000000.0,20399045.08,0,10000000.0,1
5107.12,20642.0,0,5107.12,0
436757.76,436757.76,0,436757.76,1
233981.86,1734884.06,0,233981.86,0
1559540.62,1559540.62,0,1559540.62,1
21638.05,0.0,0,21638.05,0
93714.66,22233.0,0,93714.66,0
1506.74,0.0,0,1506.74,0
1165187.89,1165187.89,0,1165187.89,1
10412.0,0.0,0,10412.0,0
3326.53,10902.0,0,3326.53,0
12170.78,0.0,0,12170.78,0
8487.63,10249.0,0,8487.63,0
2976.77,9078.0,0,2976.77,0
3070709.95,3070709.95,0,3070709.95,1
335071.5,335071.5,0,335071.5,1
12640.75,196967.28,0,12640.75,0
9996886.64,9996886.64,0,9996886.64,1
1046024.24,0.0,0,1046024.24,0
12288.03,172263.45,0,12288.03,0
354224.08,6264353.73,0,354224.08,0
33280.95,0.0,0,33280.95,0
1263340.66,1263340.66,0,1263340.66,1
832811.84,832811.84,0,832811.84,1
50577.26,50577.26,0,50577.26,1
139.49,3108.0,0,139.49,0
62785.84,0.0,0,62785.84,0
133696.97,133.0,0,133696.97,0
538036.25,6629359.82,0,538036.25,0
321798.38,3486819.93,0,321798.38,0
97663.0,41475.0,0,97663.0,0
280258.44,280258.44,0,280258.44,1
111243.51,17960.0,0,111243.51,0
1465173.76,1465173.76,0,1465173.76,1
9228514.1,9228514.1,0,9228514.1,1
2228110.65,0.0,0,2228110.65,0
368884.29,257361.65,0,368884.29,0
29793.56,6472.0,0,29793.56,0
3630.6,156592.12,0,3630.6,0
542393.87,542393.87,0,542393.87,1
183306.21,183306.21,0,183306.21,1
1650.08,1650.08,0,1650.08,1
80930.7,0.0,0,80930.7,0
1769179.04,0.0,0,1769179.04,0
580387.06,580387.06,0,580387.06,1
160088.68,160088.68,0,160088.68,1
619824.64,619824.64,0,619824.64,1
171347.96,50921.0,0,171347.96,0
285664.87,0.0,0,285664.87,0
501101.41,501101.41,0,501101.41,1
23435.07,0.0,0,23435.07,0
10343.3,0.0,0,10343.3,0
15522.8,1833.09,0,15522.8,0
32513.35,58124.0,0,32513.35,0
1136374.62,1136374.62,0,1136374.62,1
112988.36,112988.36,0,112988.36,1
17415.16,8171.0,0,17415.16,0
7437.32,25588.0,0,7437.32,0
369614.16,50844.0,0,369614.16,0
445437.7,43974.0,0,445437.7,0
37436.78,37436.78,0,37436.78,1
56718.91,20875.0,0,56718.91,0
818639.22,818639.22,0,818639.22,1
432958.83,432958.83,0,432958.83,1
10000000.0,10000000.0,0,10000000.0,1
990456.06,0.0,0,990456.06,0
102911.71,20633.0,0,102911.71,0
145067.24,145067.24,0,145067.24,1
229104.17,0.0,0,229104.17,0
7790.1,0.0,0,7790.1,0
122401.68,0.0,0,122401.68,0
1760061.57,1760061.57,0,1760061.57,1
1565621.39,1565621.39,0,1565621.39,1
6199009.0,6199009.0,0,6199009.0,1
3846781.01,3846781.01,0,3846781.01,1
5249.48,41204.0,0,5249.48,0
224230.16,224230.16,0,224230.16,1
4529.65,4529.65,0,4529.65,1
1094419.89,1094419.89,0,1094419.89,1
19688.81,0.0,0,19688.81,0
3288377.47,3288377.47,0,3288377.47,1
54608.11,21423.0,0,54608.11,0
3431.67,0.0,0,3431.67,0
15741.64,49993.0,0,15741.64,0
383661.1,383661.1,0,383661.1,1
3374.64,0.0,0,3374.64,0
177376.62,15686.0,0,177376.62,0
2519.65,51948.0,0,2519.65,0
781.93,781.93,0,781.93,1
733519.62,0.0,0,733519.62,0
59841.44,59841.44,0,59841.44,1
194521.28,194521.28,0,194521.28,1
829286.58,829286.58,0,829286.58,1
42671.18,5234900.07,0,42671.18,0
337287.72,337287.72,0,337287.72,1
177925.98,177925.98,0,177925.98,1
212806.34,0.0,0,212806.34,0
50375.76,91874.0,0,50375.76,0
8269.04,121581.0,0,8269.04,0
59610.31,6421267.88,0,59610.31,0
9033760.73,9033760.73,0,9033760.73,1
473086.28,473086.28,0,473086.28,1
326250.51,326250.51,0,326250.51,1
1968008.53,1968008.53,0,1968008.53,1
406864.17,406864.17,0,406864.17,1
2472250.47,2472250.47,0,2472250.47,1
13070.84,0.0,0,13070.84,0
4667.62,428717.71,0,4667.62,0
122181.41,0.0,0,122181.41,0
142946.0,3777838.16,0,142946.0,0
2938833.22,2938833.22,0,2938833.22,1
12723.25,0.0,0,12723.25,0
6937.18,0.0,0,6937.18,0
155312.94,10490.0,0,155312.94,0
24261.14,0.0,0,24261.14,0
3433.52,33401.85,0,3433.52,0
10000000.0,10000000.0,0,10000000.0,1
1050635.77,1050635.77,0,1050635.77,1
26654.46,26654.46,0,26654.46,1
43035.99,11223.0,0,43035.99,0
291620.51,0.0,0,291620.51,0
37549.57,52433.0,0,37549.57,0
113921.02,113921.02,0,113921.02,1
9421856.87,9421856.87,0,9421856.87,1
37436.78,37436.78,0,37436.78,1
11881.67,76272.0,0,11881.67,0
385567.18,385567.18,0,385567.18,1
222040.15,0.0,0,222040.15,0
5671.61,19932.0,0,5671.61,0
5714.98,20690.0,0,5714.98,0
319569.2,398685.11,0,319569.2,0
156395.11,122418.0,0,156395.11,0
134053.33,10413.0,0,134053.33,0
33303.84,24856.71,0,33303.84,0
92641.52,92641.52,0,92641.52,1
987470.17,987470.17,0,987470.17,1
84592.9,1751856.87,0,84592.9,0
10000000.0,10000000.0,0,10000000.0,1
10961.49,0.0,0,10961.49,0
10791.17,420.0,0,10791.17,0
232565.37,232565.37,0,232565.37,1
787446.76,0.0,0,787446.76,0
715987.29,0.0,0,715987.29,0
161394.73,31450.0,0,161394.73,0
54725.54,54725.54,0,54725.54,1
150406.91,150406.91,0,150406.91,1
531551.0,531551.0,0,531551.0,1
252667.75,252667.75,0,252667.75,1
658774.72,0.0,0,658774.72,0
2059980.16,2059980.16,0,2059980.16,1
45396.77,24038.0,0,45396.77,0
245661.14,554460.0,0,245661.14,0
989954.57,989954.57,0,989954.57,1
695793.06,0.0,0,695793.06,0
38295.74,10621.0,0,38295.74,0
169122.58,11306.0,0,169122.58,0
104815.84,62014.88,0,104815.84,0
190662.7,190662.7,0,190662.7,1
234091.44,5476129.87,0,234091.44,0
92040.05,7210562.5,0,92040.05,0
10008.55,4081.0,0,10008.55,0
7240965.96,7240965.96,0,7240965.96,1
8294.8,22928.0,0,8294.8,0
10000000.0,10399045.08,0,10000000.0,1
255618.09,13666.0,0,255618.09,0
25163.28,0.0,0,25163.28,0
352002.53,0.0,0,352002.53,0
22811.49,0.0,0,22811.49,0
56409.3,0.0,0,56409.3,0
444898.97,444898.97,0,444898.97,1
2651994.1,2651994.1,0,2651994.1,1
3049753.79,3049753.79,0,3049753.79,1
90033.21,50379.0,0,90033.21,0
11366.38,0.0,0,11366.38,0
5912204.0,5912204.0,0,5912204.0,1
17090.03,86742.0,0,17090.03,0
227868.85,0.0,0,227868.85,0
17185.13,5038.0,0,17185.13,0
234787.38,234787.38,0,234787.38,1
11749.86,0.0,0,11749.86,0
4947.29,0.0,0,4947.29,0
188844.13,188844.13,0,188844.13,1
82699.43,0.0,0,82699.43,0
69912.57,69912.57,0,69912.57,1
261217.63,0.0,0,261217.63,0
13682.52,70.0,0,13682.52,0
383661.1,383661.1,0,383661.1,1
185150.61,1525735.7,0,185150.61,0
3580542.06,3580542.06,0,3580542.06,1
492669.11,0.0,0,492669.11,0
4205.18,78632.69,0,4205.18,0
355969.72,355969.72,0,355969.72,1
340665.18,340665.18,0,340665.18,1
56510.5,56510.5,0,56510.5,1
68635.23,0.0,0,68635.23,0
1153156.0,1153156.0,0,1153156.0,1
176549.59,176549.59,0,176549.59,1
193545.61,193545.61,0,193545.61,1
152698.8,39721.0,0,152698.8,0
14072.3,20579.0,0,14072.3,0
3845765.36,3845765.36,0,3845765.36,1
281212.25,564533.85,0,281212.25,0
248430.39,45819.0,0,248430.39,0
228661.03,0.0,0,228661.03,0
1064995.85,1064995.85,0,1064995.85,1
182765.2,0.0,0,182765.2,0
457297.61,26028.0,0,457297.61,0
257811.92,257811.92,0,257811.92,1
73053.41,73053.41,0,73053.41,1
8856.98,22495.0,0,8856.98,0
3085.45,3085.45,0,3085.45,1
10000000.0,17041719.54,0,10000000.0,1
350348.33,9908.0,0,350348.33,0
65918.58,126605.0,0,65918.58,0
384330.07,159.0,0,384330.07,0
26607.58,35810.0,0,26607.58,0
27448.73,168207.0,0,27448.73,0
6174385.48,6174385.48,0,6174385.48,1
26810.25,0.0,0,26810.25,0
293370.51,11051152.93,0,293370.51,0
1562352.66,81390.72,0,1562352.66,0
359273.4,20257.0,0,359273.4,0
11108.72,105623.0,0,11108.72,0
4205.02,6.0,0,4205.02,0
290435.36,5513936.98,0,290435.36,0
131842.85,131842.85,0,131842.85,1
371304.18,0.0,0,371304.18,0
8342.85,30436.0,0,8342.85,0
69170.91,5544.0,0,69170.91,0
132530.46,840202.0,0,132530.46,0
6063.32,0.0,0,6063.32,0
157061.42,3715791.66,0,157061.42,0
133632.24,133632.24,0,133632.24,1
477619.15,29341.0,0,477619.15,0
10318.2,41844.0,0,10318.2,0
613675.81,0.0,0,613675.81,0
96989.06,96989.06,0,96989.06,1
10000000.0,12651994.1,0,10000000.0,1
326008.42,0.0,0,326008.42,0
1010240.45,0.0,0,1010240.45,0
34502.7,34502.7,0,34502.7,1
364140.84,10700.0,0,364140.84,0
15435.69,77625.0,0,15435.69,0
57671.02,0.0,0,57671.02,0
53032.91,21371.0,0,53032.91,0
732198.35,732198.35,0,732198.35,1
367631.15,367631.15,0,367631.15,1
87381.78,87381.78,0,87381.78,1
269476.09,269476.09,0,269476.09,1
949979.11,949979.11,0,949979.11,1
80724.94,69729.0,0,80724.94,0
100645.43,0.0,0,100645.43,0
2976.39,0.0,0,2976.39,0
38199.14,0.0,0,38199.14,0
111449.51,30757.0,0,111449.51,0
69334.42,210081.31,0,69334.42,0
50150.14,20887.0,0,50150.14,0
2011285.35,2011285.35,0,2011285.35,1
38048.71,0.0,0,38048.71,0
92735.71,92735.71,0,92735.71,1
6778.98,11073.0,0,6778.98,0
72389.42,72389.42,0,72389.42,1
1303029.52,1303029.52,0,1303029.52,1
205116.17,2347217.95,0,205116.17,0
405638.54,70532.0,0,405638.54,0
41238.97,122.0,0,41238.97,0
376059.27,376059.27,0,376059.27,1
281098.16,0.0,0,281098.16,0
1159831.33,1159831.33,0,1159831.33,1
336217.51,0.0,0,336217.51,0
834592.4,834592.4,0,834592.4,1
203848.61,203848.61,0,203848.61,1
10848.63,5104.96,0,10848.63,0
646676.42,646676.42,0,646676.42,1
11070.29,11070.29,0,11070.29,1
4667.17,53868.68,0,4667.17,0
13614.54,0.0,0,13614.54,0
38301.73,5181685.46,0,38301.73,0
1005346.72,1005346.72,0,1005346.72,1
9166.73,14222.0,0,9166.73,0
19850.83,50610.0,0,19850.83,0
6449.36,24019.0,0,6449.36,0
218350.42,218350.42,0,218350.42,1
67709.17,20818.0,0,67709.17,0
72748.37,375.0,0,72748.37,0
112290.68,146865.27,0,112290.68,0
23188.78,1789250.45,0,23188.78,0
79606.91,0.0,0,79606.91,0
170674.44,25599.0,0,170674.44,0
297030.06,4531637.33,0,297030.06,0
921393.95,921393.95,0,921393.95,1
58345.99,0.0,0,58345.99,0
457789.14,457789.14,0,457789.14,1
3354215.55,3354215.55,0,3354215.55,1
10000000.0,10000000.0,0,10000000.0,1
116435.0,0.0,0,116435.0,0
1108140.19,1108140.19,0,1108140.19,1
944731.4,0.0,0,944731.4,0
122816.67,122816.67,0,122816.67,1
165900.94,1010811.9,0,165900.94,0
2184556.65,2184556.65,0,2184556.65,1
3775.46,0.0,0,3775.46,0
8488865.83,8488865.83,0,8488865.83,1
61652.9,0.0,0,61652.9,0
123770.48,613052.52,0,123770.48,0
146884.1,30548.0,0,146884.1,0
257723.69,106244.0,0,257723.69,0
21986.88,0.0,0,21986.88,0
8433.94,964.0,0,8433.94,0
10000000.0,10000000.0,0,10000000.0,1
407907.34,407907.34,0,407907.34,1
202717.93,0.0,0,202717.93,0
23669.63,192275.28,0,23669.63,0
49833.55,1929.0,0,49833.55,0
972723.96,972723.96,0,972723.96,1
13601.74,101636.0,0,13601.74,0
15127.5,40303.0,0,15127.5,0
480404.03,480404.03,0,480404.03,1
1411936.15,30306.71,0,1411936.15,0
234534.56,0.0,0,234534.56,0
12144.92,0.0,0,12144.92,0
175278.41,7445261.67,0,175278.41,0
27875.78,0.0,0,27875.78,0
3302492.95,3302492.95,0,3302492.95,1
19915.42,0.0,0,19915.42,0
224801.09,0.0,0,224801.09,0
455275.23,0.0,0,455275.23,0
228297.64,0.0,0,228297.64,0
110028.93,2304532.48,0,110028.93,0
1171751.17,1171751.17,0,1171751.17,1
9438.04,70281.0,0,9438.04,0
118791.14,203220.84,0,118791.14,0
345116.0,345116.0,0,345116.0,1
1819486.62,8972.0,0,1819486.62,0
272630.4,0.0,0,272630.4,0
28399.72,28399.72,0,28399.72,1
4009058.39,4009058.39,0,4009058.39,1
30674.98,30674.98,0,30674.98,1
4286.45,138852.0,0,4286.45,0
20174.89,172508.56,0,20174.89,0
13755.75,150020.39,0,13755.75,0
52418.47,0.0,0,52418.47,0
541486.74,541486.74,0,541486.74,1
20724.12,11406.0,0,20724.12,0
292513.54,0.0,0,292513.54,0
14688.59,5020635.14,0,14688.59,0
43071.62,43071.62,0,43071.62,1
352560.76,0.0,0,352560.76,0
10438.68,3559.0,0,10438.68,0
231122.59,14257.0,0,231122.59,0
6468916.64,6468916.64,0,6468916.64,1
12508.95,354921.52,0,12508.95,0
126290.34,0.0,0,126290.34,0
62410.98,892334.38,0,62410.98,0
50366.05,702.0,0,50366.05,0
5622.52,97882.0,0,5622.52,0
142745.32,8591516.0,0,142745.32,0
112363.33,112363.33,0,112363.33,1
207694.2,14437.0,0,207694.2,0
16280.25,136079.0,0,16280.25,0
9265.43,9265.43,0,9265.43,1
81837.46,35471.0,0,81837.46,0
209340.53,209340.53,0,209340.53,1
127564.33,127564.33,0,127564.33,1
233704.12,0.0,0,233704.12,0
124423.7,91800.99,0,124423.7,0
1438737.78,1438737.78,0,1438737.78,1
353746.73,0.0,0,353746.73,0
2626957.79,2626957.79,0,2626957.79,1
321307.31,321307.31,0,321307.31,1
1487505.07,1487505.07,0,1487505.07,1
209029.84,5283707.8,0,209029.84,0
4816.21,443146.81,0,4816.21,0
31558.04,0.0,0,31558.04,0
413160.63,0.0,0,413160.63,0
158780.73,8014672.43,0,158780.73,0
5774.32,19905.0,0,5774.32,0
219407.52,219407.52,0,219407.52,1
120723.87,7235759.47,0,120723.87,0
11866.06,103540.0,0,11866.06,0
168425.29,66263.75,0,168425.29,0
319894.61,42939.0,0,319894.61,0
282332.91,282332.91,0,282332.91,1
47526.15,0.0,0,47526.15,0
138064.8,5683756.39,0,138064.8,0
489033.93,489033.93,0,489033.93,1
376639.05,376639.05,0,376639.05,1
1467968.73,1467968.73,0,1467968.73,1
148410.4,0.0,0,148410.4,0
86495.84,1938940.89,0,86495.84,0
7825.21,19811.0,0,7825.21,0
65161.56,0.0,0,65161.56,0
7218629.01,7218629.01,0,7218629.01,1
2632.59,70969.0,0,2632.59,0
286343.03,3512353.75,0,286343.03,0
206245.52,50348.0,0,206245.52,0
6818.2,0.0,0,6818.2,0
13414.99,13149.77,0,13414.99,0
10164.57,17170.0,0,10164.57,0
184511.97,0.0,0,184511.97,0
751854.42,751854.42,0,751854.42,1
261707.89,0.0,0,261707.89,0
7302.64,417261.79,0,7302.64,0
46027.51,93795.62,0,46027.51,0
342970.95,342970.95,0,342970.95,1
13820.74,0.0,0,13820.74,0
3892.07,14829.0,0,3892.07,0
248620.33,8420331.78,0,248620.33,0
2239461.29,2239461.29,0,2239461.29,1
416776.86,275709.0,0,416776.86,0
1240717.75,1240717.75,0,1240717.75,1
322870.3,6150179.26,0,322870.3,0
8302.72,37032.33,0,8302.72,0
12453.59,0.0,0,12453.59,0
114636.59,697688.0,0,114636.59,0
9772.26,0.0,0,9772.26,0
1372357.02,5029.0,0,1372357.02,0
290186.69,3419074.12,0,290186.69,0
4863106.47,4863106.47,0,4863106.47,1
6984.05,0.0,0,6984.05,0
168185.36,0.0,0,168185.36,0
2418.97,256358.16,0,2418.97,0
171533.96,80142.0,0,171533.96,0
1752606.15,1752606.15,0,1752606.15,1
249161.73,0.0,0,249161.73,0
102464.68,102464.68,0,102464.68,1
306675.37,306675.37,0,306675.37,1
5401.13,0.0,0,5401.13,0
0.0,0.0,0,0.0,1
76427.76,11209.0,0,76427.76,0
520500.14,520500.14,0,520500.14,1
803.44,0.0,0,803.44,0
8590.35,21464.0,0,8590.35,0
146854.68,438018.38,0,146854.68,0
1782546.26,78152.0,0,1782546.26,0
98860.86,634361.01,0,98860.86,0
496420.67,496420.67,0,496420.67,1
15292.16,117081.0,0,15292.16,0
362301.31,1573818.13,0,362301.31,0
422648.87,422648.87,0,422648.87,1
2329379.8,2329379.8,0,2329379.8,1
916886.3,916886.3,0,916886.3,1
19807.96,0.0,0,19807.96,0
2374.67,0.0,0,2374.67,0
28126.06,0.0,0,28126.06,0
38262.06,95960.24,0,38262.06,0
171982.97,26603.0,0,171982.97,0
30790.13,30790.13,0,30790.13,1
368132.46,1344.0,0,368132.46,0
63262.94,63262.94,0,63262.94,1
971133.63,971133.63,0,971133.63,1
40651.96,40651.96,0,40651.96,1
14734.63,314686.55,0,14734.63,0
2304.14,0.0,0,2304.14,0
194847.8,3655319.56,0,194847.8,0
26296.29,0.0,0,26296.29,0
277048.48,277048.48,0,277048.48,1
3456.62,41191.0,0,3456.62,0
36346.8,0.0,0,36346.8,0
25246.03,100182.0,0,25246.03,0
6907.7,0.0,0,6907.7,0
2159.06,11609.0,0,2159.06,0
2194533.79,2194533.79,0,2194533.79,1
108255.99,0.0,0,108255.99,0
127564.33,127564.33,0,127564.33,1
9962.05,0.0,0,9962.05,0
132581.51,6316868.22,0,132581.51,0
250757.06,31609.0,0,250757.06,0
417103.68,417103.68,0,417103.68,1
14699.56,0.0,0,14699.56,0
20930.8,198818.0,0,20930.8,0
204906.16,0.0,0,204906.16,0
274637.16,0.0,0,274637.16,0
76491.55,15629.0,0,76491.55,0
4993938.87,4993938.87,0,4993938.87,1
842067.05,0.0,0,842067.05,0
2037642.7,19330.0,0,2037642.7,0
18359.64,1443.0,0,18359.64,0
66424.49,8977009.45,0,66424.49,0
3912252.81,3912252.81,0,3912252.81,1
568918.32,568918.32,0,568918.32,1
340119.98,340119.98,0,340119.98,1
71666.93,71666.93,0,71666.93,1
193.99,205.0,0,193.99,0
8076.79,53063.0,0,8076.79,0
2887744.35,2887744.35,0,2887744.35,1
15174.23,10515.0,0,15174.23,0
264286.19,264286.19,0,264286.19,1
3178881.71,3178881.71,0,3178881.71,1
3161.68,14096.0,0,3161.68,0
21200.37,2597.0,0,21200.37,0
3712.11,3712.11,0,3712.11,1
37766.23,37766.23,0,37766.23,1
1742012.06,1742012.06,0,1742012.06,1
26744.92,5597.0,0,26744.92,0
66941.04,66941.04,0,66941.04,1
3019699.77,3019699.77,0,3019699.77,1
103875.93,118520.0,0,103875.93,0
178983.85,0.0,0,178983.85,0
100453.12,0.0,0,100453.12,0
0.0,0.0,0,0.0,1
242745.02,0.0,0,242745.02,0
388165.32,1447605.3,0,388165.32,0
9103.43,100034.0,0,9103.43,0
17482.81,22639.0,0,17482.81,0
1211.64,5481.0,0,1211.64,0
135320.55,105457.0,0,135320.55,0
66611.72,0.0,0,66611.72,0
78626.56,3811236.53,0,78626.56,0
27687.93,24192.0,0,27687.93,0
241904.52,6007461.09,0,241904.52,0
28455.16,0.0,0,28455.16,0
168015.33,0.0,0,168015.33,0
7708.69,259.0,0,7708.69,0
290211.26,290211.26,0,290211.26,1
189474.61,1009.0,0,189474.61,0
10038.09,23676.0,0,10038.09,0
159030.72,0.0,0,159030.72,0
4672401.04,4672401.04,0,4672401.04,1
651421.56,0.0,0,651421.56,0
43159.0,43159.0,0,43159.0,1
185430.08,19868.0,0,185430.08,0
1901.9,408752.0,0,1901.9,0
245578.88,990.0,0,245578.88,0
166131.58,0.0,0,166131.58,0
10000000.0,17239986.95,0,10000000.0,1
3225.97,22219.0,0,3225.97,0
469849.97,0.0,0,469849.97,0
4244.52,0.0,0,4244.52,0
1594.43,44904.0,0,1594.43,0
170634.08,870.0,0,170634.08,0
26494.26,0.0,0,26494.26,0
1839972.36,1839972.36,0,1839972.36,1
2892.17,220612.89,0,2892.17,0
65482.58,26052.0,0,65482.58,0
3542716.02,3542716.02,0,3542716.02,1
44482.33,44482.33,0,44482.33,1
385886.06,123450.0,0,385886.06,0
247823.14,59990.0,0,247823.14,0
54551.43,2154146.36,0,54551.43,0
162633.58,494.0,0,162633.58,0
1673066.07,1673066.07,0,1673066.07,1
246176.62,45073.0,0,246176.62,0
873322.61,873322.61,0,873322.61,1
379668.04,154155.0,0,379668.04,0
2740879.15,2740879.15,0,2740879.15,1
18599.85,112583.45,0,18599.85,0
1994525.04,1994525.04,0,1994525.04,1
606501.57,606501.57,0,606501.57,1
49199.2,49199.2,0,49199.2,1
203280.85,203280.85,0,203280.85,1
14423.29,37451.0,0,14423.29,0
71526.49,4153783.41,0,71526.49,0
6264.57,159.0,0,6264.57,0
6392800.85,6392800.85,0,6392800.85,1
9246.9,10066545.03,0,9246.9,0
27540.81,13543.0,0,27540.81,0
299799.24,50770.0,0,299799.24,0
70669.49,70669.49,0,70669.49,1
9884.22,45651.0,0,9884.22,0
12360.26,5757.0,0,12360.26,0
6022.29,20139.0,0,6022.29,0
1301090.39,1301090.39,0,1301090.39,1
1518718.03,1518718.03,0,1518718.03,1
1607.23,0.0,0,1607.23,0
81198.04,0.0,0,81198.04,0
89596.79,89596.79,0,89596.79,1
1235544.92,1235544.92,0,1235544.92,1
297162.79,0.0,0,297162.79,0
27218.01,62969.0,0,27218.01,0
178643.85,0.0,0,178643.85,0
245155.25,245155.25,0,245155.25,1
235486.98,16215136.85,0,235486.98,0
119935.48,6947031.89,0,119935.48,0
289177.34,289177.34,0,289177.34,1
114490.39,114490.39,0,114490.39,1
108875.19,6308333.19,0,108875.19,0
61697.36,232802.0,0,61697.36,0
